valuation_id,policy_id,as_of_date,current_value
d68f2855-94e4-4126-948e-1e34c211b3ab,3f0d5715-3b84-4863-88a0-737f0ced4e50,2024-07-05,47.43
b6b652d5-4297-46e3-890d-44688787dced,3f0d5715-3b84-4863-88a0-737f0ced4e50,2024-08-13,56.32
13e1577b-1d0f-4952-857e-81869476ec5d,26dd4b8c-65c1-4568-9e00-d28aae0384d9,2024-08-13,0.0
7b1aa04f-730d-468b-be6b-b4bd9003a449,3f0d5715-3b84-4863-88a0-737f0ced4e50,2024-10-23,72.51
47319924-8c12-41e4-81e3-ada91b7dab59,26dd4b8c-65c1-4568-9e00-d28aae0384d9,2024-10-23,15.57
803e3b93-1693-480d-a49d-1f98f107ec51,3f0d5715-3b84-4863-88a0-737f0ced4e50,2025-02-11,97.82
8aa30744-92ec-4e14-97ac-3eb3405a0ff5,26dd4b8c-65c1-4568-9e00-d28aae0384d9,2025-02-11,39.92
741f111d-f881-439f-b254-bc473ed54145,3f0d5715-3b84-4863-88a0-737f0ced4e50,2025-06-09,124.72
59ebfa5a-5356-4094-92fb-38001693e293,26dd4b8c-65c1-4568-9e00-d28aae0384d9,2025-06-09,65.8
c5afb891-e57d-442e-a49e-e1144340cdb1,6e86c251-0aa5-4717-bed3-9be27f8f7bc2,2017-06-14,0.0
dd8d1848-0126-4a4f-aa10-a88dd038246a,6e86c251-0aa5-4717-bed3-9be27f8f7bc2,2017-12-25,747.31
def41532-9b40-4a15-9254-9a6cfe417e83,6e86c251-0aa5-4717-bed3-9be27f8f7bc2,2018-06-16,1413.72
c8931b8c-d5a9-4682-91aa-95f539820403,7ee8cab0-c388-4f75-a3b2-9ce267d27a0b,2023-03-30,0.0
f830f9ba-cafe-4d1a-94cc-050919cf78d0,7ee8cab0-c388-4f75-a3b2-9ce267d27a0b,2023-05-29,182.15
9312fb76-6ff5-489d-b444-e3f168759ecc,7ee8cab0-c388-4f75-a3b2-9ce267d27a0b,2023-10-06,576.81
f3f70885-ca5f-4ced-83b2-61f201bc7775,7ee8cab0-c388-4f75-a3b2-9ce267d27a0b,2024-04-07,1135.41
8516b400-653c-4133-954e-7881eeb8a6e9,7ee8cab0-c388-4f75-a3b2-9ce267d27a0b,2024-04-15,1159.7
c15cb537-1814-4f81-90df-4a66041e3efe,7ee8cab0-c388-4f75-a3b2-9ce267d27a0b,2025-02-03,2052.24
23d46653-2717-4f7e-a63c-18c29a81ebba,7ee8cab0-c388-4f75-a3b2-9ce267d27a0b,2025-07-14,2541.02
22565f0b-dc27-498c-bfb2-269baeec83e4,7ee8cab0-c388-4f75-a3b2-9ce267d27a0b,2025-08-20,2653.34
010c29e8-fbfc-4e06-a491-34d95f605ee4,7ee8cab0-c388-4f75-a3b2-9ce267d27a0b,2025-12-28,3048.0
dfd94788-6cd1-45a8-a063-8aab9d0fa4d5,7ee8cab0-c388-4f75-a3b2-9ce267d27a0b,2026-02-28,3236.23
6b05d843-dbfd-450d-a609-25e49414e7f1,94824e39-bb15-46f3-897a-805ed12fc07c,2016-03-18,0.0
35840e2f-8117-48ba-97e7-c4d18cb132f7,94824e39-bb15-46f3-897a-805ed12fc07c,2016-08-16,17.42
5c369e8d-1bb6-483f-8007-06c70cee9e69,94824e39-bb15-46f3-897a-805ed12fc07c,2017-03-04,40.5
98c858aa-9f5e-4c85-99ac-f815558f6d75,94824e39-bb15-46f3-897a-805ed12fc07c,2017-05-28,50.31
66e118e8-ad3f-41ae-812b-4e50eeee8a0c,94824e39-bb15-46f3-897a-805ed12fc07c,2017-06-25,53.54
cf0f69ab-c508-4dfd-b68b-3b35d7c8a551,94824e39-bb15-46f3-897a-805ed12fc07c,2017-09-11,62.54
a33064a0-3f1f-49f3-8712-748d4f3c6c53,94824e39-bb15-46f3-897a-805ed12fc07c,2018-03-06,82.85
65e2db4d-6d96-4da7-93ba-5eacafc0a558,af88c952-8d27-4481-85f8-fc26e89f66fd,2018-02-03,0.0
9b38e6da-fe69-4eaa-87b4-a61144398e0a,af88c952-8d27-4481-85f8-fc26e89f66fd,2018-06-11,189.93
3af512c2-a217-4d2e-8ea7-598f5bcff8f9,1ef85a3a-3644-42fd-9b2c-1605e5e539cf,2018-06-11,0.0
af7510a6-6b85-4a19-a249-55aaa90373ee,af88c952-8d27-4481-85f8-fc26e89f66fd,2018-06-14,194.38
bc934880-e321-4230-9f83-96841599e6af,1ef85a3a-3644-42fd-9b2c-1605e5e539cf,2018-06-14,7.64
f38ff402-9ade-4456-a9a4-d4d35b1594a0,af88c952-8d27-4481-85f8-fc26e89f66fd,2018-09-25,347.22
3a39f91e-69a3-49f1-aa79-186d58e30d7d,1ef85a3a-3644-42fd-9b2c-1605e5e539cf,2018-09-25,269.83
646e0f57-2e58-43c4-ada2-8e02fac25404,af88c952-8d27-4481-85f8-fc26e89f66fd,2019-01-02,494.11
9c9d968e-82f0-40b6-bafd-8be398a21e21,1ef85a3a-3644-42fd-9b2c-1605e5e539cf,2019-01-02,521.84
cca10cfc-eb2a-4338-9e6e-ffca8de9a6d0,af88c952-8d27-4481-85f8-fc26e89f66fd,2019-03-27,618.76
2bc57870-e904-49b3-b555-8f2b3bab7e65,af88c952-8d27-4481-85f8-fc26e89f66fd,2019-12-05,994.16
c89734dc-7871-4219-8644-40781dd70363,af88c952-8d27-4481-85f8-fc26e89f66fd,2020-04-20,1197.45
d0156da2-284e-4c88-9944-0ef1b29f74b5,af88c952-8d27-4481-85f8-fc26e89f66fd,2021-03-18,1690.08
fcf697d8-6467-4a1a-8991-8ddb36886996,af88c952-8d27-4481-85f8-fc26e89f66fd,2021-08-16,1914.14
5a028f34-7215-46fa-9574-51a0a5234830,af88c952-8d27-4481-85f8-fc26e89f66fd,2022-03-06,2213.87
0b48fe11-dd6f-4806-bc8a-d702334cdd9b,af88c952-8d27-4481-85f8-fc26e89f66fd,2022-04-02,2253.93
c42099ed-169a-4061-90f3-773946fb2085,af88c952-8d27-4481-85f8-fc26e89f66fd,2022-11-09,2581.86
0c31b09e-4fed-43da-944a-79674844682c,af88c952-8d27-4481-85f8-fc26e89f66fd,2022-12-09,2626.37
ee919b79-74ad-40a9-931e-bc971151910c,fba5c270-4093-40cc-be4c-dd9b2d772f4e,2023-06-11,0.0
67da3d30-e493-4226-ac86-d770c705cc15,fba5c270-4093-40cc-be4c-dd9b2d772f4e,2023-10-15,46.17
ba219cba-e58d-4b56-8d3d-18223b5ee330,fba5c270-4093-40cc-be4c-dd9b2d772f4e,2023-12-09,66.32
16f1b46d-ebb4-4f40-b148-c043c2122c06,fba5c270-4093-40cc-be4c-dd9b2d772f4e,2024-05-04,120.18
32d419e4-4ecf-40eb-9049-a7a0a3e1d39f,fba5c270-4093-40cc-be4c-dd9b2d772f4e,2024-05-27,128.6
e6d603cc-af97-4f43-8966-094d9074e0e2,fba5c270-4093-40cc-be4c-dd9b2d772f4e,2024-06-11,134.1
b0bc1bab-ebd6-4c2c-9fcb-be562599ccd9,fba5c270-4093-40cc-be4c-dd9b2d772f4e,2024-12-06,199.32
af681cd2-08d5-4d1c-9376-be74fce154bc,fba5c270-4093-40cc-be4c-dd9b2d772f4e,2025-02-24,228.63
3c793f15-51f1-4e0a-b651-153b7d494af3,fba5c270-4093-40cc-be4c-dd9b2d772f4e,2025-03-13,234.86
aebd4944-df26-407e-813d-7d3b6a85a864,2ca62b37-5b7d-4553-84be-1708654d6ced,2025-03-13,0.0
8f40ba21-822e-45b0-800e-7c1436fe813e,fba5c270-4093-40cc-be4c-dd9b2d772f4e,2025-04-29,252.08
56409353-bba8-4dbf-8046-18686142ab85,2ca62b37-5b7d-4553-84be-1708654d6ced,2025-04-29,10.88
2c3d1b38-9466-418d-aba3-642a80ec4400,fba5c270-4093-40cc-be4c-dd9b2d772f4e,2025-09-10,301.17
1b3a861c-74b9-4ac9-ab37-105a4f6f87de,2ca62b37-5b7d-4553-84be-1708654d6ced,2025-09-10,41.91
a3bd6dba-e40e-4f5b-a50e-9faa8ca28a43,fba5c270-4093-40cc-be4c-dd9b2d772f4e,2025-12-19,337.81
47af2b93-01a3-4106-b969-3030c1a9966d,2ca62b37-5b7d-4553-84be-1708654d6ced,2025-12-19,65.07
6afd9851-20a6-4fbe-93d8-b41fbb02e62a,fba5c270-4093-40cc-be4c-dd9b2d772f4e,2026-02-28,363.83
cf2914c0-18a2-488f-a55d-4f82fafd6524,2ca62b37-5b7d-4553-84be-1708654d6ced,2026-02-28,81.51
626d9e8f-4656-4c92-8b3c-682c88c4fd2c,fdb984d2-9c9a-407d-a11a-faa4632b57fc,2019-02-17,0.0
93a4bb7e-70bd-432e-9080-78467f0ac6a0,fdb984d2-9c9a-407d-a11a-faa4632b57fc,2019-05-03,31.56
5f2980fc-7066-44d5-95b0-7bb07e9773c4,fdb984d2-9c9a-407d-a11a-faa4632b57fc,2019-10-07,97.62
c0e87b5d-9bb1-4f60-b61a-c7330b5ea720,fdb984d2-9c9a-407d-a11a-faa4632b57fc,2020-02-10,150.65
cc80a554-3292-44a0-b0b7-ddaa902d39f8,fdb984d2-9c9a-407d-a11a-faa4632b57fc,2020-03-21,167.48
9641975d-6684-4b17-aaa2-8dab86c6efe2,fdb984d2-9c9a-407d-a11a-faa4632b57fc,2021-01-08,290.77
b54a5493-b1d4-44e0-9d44-deddaf9f4d86,fdb984d2-9c9a-407d-a11a-faa4632b57fc,2021-09-18,397.23
6001b8f4-1ffa-4961-9586-0c3f97887e58,fdb984d2-9c9a-407d-a11a-faa4632b57fc,2022-01-16,447.73
892d643a-3ff8-4873-a866-a3d39c54b078,fdb984d2-9c9a-407d-a11a-faa4632b57fc,2022-10-06,558.4
2ab1c493-7bf2-4204-bd06-34257a250adf,fdb984d2-9c9a-407d-a11a-faa4632b57fc,2023-08-12,688.84
d8cfc260-1bde-4983-93fb-3021792980eb,042f7237-a7f7-4d0a-b651-81e52d216124,2024-01-03,0.0
3e3febb7-aad6-478c-b6ca-50614283b247,fdb984d2-9c9a-407d-a11a-faa4632b57fc,2024-01-03,749.44
84b7e356-bbe5-4e32-8810-fd484346afa6,042f7237-a7f7-4d0a-b651-81e52d216124,2024-04-05,20.39
2445f494-1fa1-493f-b682-af01d2861102,fdb984d2-9c9a-407d-a11a-faa4632b57fc,2024-04-05,788.57
eb6a9fab-2ada-4689-8112-de8c6618ae0f,042f7237-a7f7-4d0a-b651-81e52d216124,2024-07-12,41.87
8a76bac1-dfba-4dc1-a72e-78e4eabeace2,fdb984d2-9c9a-407d-a11a-faa4632b57fc,2024-07-12,829.81
76b30a23-9757-45c2-89b6-d4f4ebb75f7e,042f7237-a7f7-4d0a-b651-81e52d216124,2025-03-09,94.48
77a43ea0-eafc-4566-9252-5a7b9cedcd6a,fdb984d2-9c9a-407d-a11a-faa4632b57fc,2025-03-09,930.8
c589bff8-e470-4b68-8079-cee136001281,042f7237-a7f7-4d0a-b651-81e52d216124,2026-01-12,162.21
965cdbd3-ac71-44b3-9517-187e59f8c97c,fdb984d2-9c9a-407d-a11a-faa4632b57fc,2026-01-12,1060.83
3cab9961-2641-446c-914a-f1355a722693,fdb984d2-9c9a-407d-a11a-faa4632b57fc,2026-02-09,1072.61
e85bdf89-e414-4562-bb8b-dfb0855e87cf,9a4240b7-6741-49fe-baf5-a2d072e470e2,2016-06-18,0.0
a4777297-6e65-487e-b110-f705df76367b,9a4240b7-6741-49fe-baf5-a2d072e470e2,2017-03-08,23.43
691cb608-d9d9-4dd9-8a6a-e62d697cfd0d,9a4240b7-6741-49fe-baf5-a2d072e470e2,2017-09-13,40.27
9555ed79-6c52-4d4f-b6b7-cb92a26abee7,9a4240b7-6741-49fe-baf5-a2d072e470e2,2018-07-18,67.72
47dc667d-6d66-42a1-9c5b-46fd5766262a,9a4240b7-6741-49fe-baf5-a2d072e470e2,2018-08-09,69.68
6e7f2c3f-7881-491f-b6e9-61aa05d371d9,9a4240b7-6741-49fe-baf5-a2d072e470e2,2018-12-19,81.44
9cfd45a9-3cda-488d-ad67-579610c0da81,9a4240b7-6741-49fe-baf5-a2d072e470e2,2019-04-06,91.06
90dc8a5d-9962-4e1f-9657-d6842d0e741f,9a4240b7-6741-49fe-baf5-a2d072e470e2,2019-09-11,105.14
baedeaaf-0010-492f-ad7a-0957b2a49014,9a4240b7-6741-49fe-baf5-a2d072e470e2,2020-01-24,117.17
3a6f7347-48dd-4178-b0d0-e6dc853208db,9a4240b7-6741-49fe-baf5-a2d072e470e2,2020-03-24,122.51
19b0da2b-4b95-406c-8ae9-7f075bb45938,9fedb2c5-a7f4-4385-b199-71cceb3496f9,2020-04-05,0.0
a4e54e54-6452-4e3a-b0e3-5869dcf17b53,9fedb2c5-a7f4-4385-b199-71cceb3496f9,2020-12-11,23.39
2ab99432-fa6b-4db9-b0a2-c43e7cc9d158,9fedb2c5-a7f4-4385-b199-71cceb3496f9,2021-07-17,43.79
90b9adbe-dd99-4b3e-aea6-a1239bc1bb35,9fedb2c5-a7f4-4385-b199-71cceb3496f9,2021-10-30,53.61
a41e4edb-491e-4453-8837-23f9017f41a7,9fedb2c5-a7f4-4385-b199-71cceb3496f9,2022-06-29,76.26
b6293cb3-fcbb-48e0-92b0-68ca655c0cff,9fedb2c5-a7f4-4385-b199-71cceb3496f9,2022-11-12,88.98
19e3a6df-2ef0-4d05-abfd-c5838a7c7738,9fedb2c5-a7f4-4385-b199-71cceb3496f9,2023-03-20,100.96
e3717783-1dd3-40d1-ae50-df384dd5b07c,9fedb2c5-a7f4-4385-b199-71cceb3496f9,2023-07-31,113.41
a075325f-2a03-4795-9ddd-f089ead9c926,9fedb2c5-a7f4-4385-b199-71cceb3496f9,2023-10-21,121.08
ec964fa7-57ce-417d-b0ee-c29ab18a124d,437ec1aa-fa1a-417d-b9ce-67b0c4cb3581,2024-02-16,0.0
bd5d1c15-d94b-4bb2-bd5c-df45b6181f87,9fedb2c5-a7f4-4385-b199-71cceb3496f9,2024-02-16,132.12
8ff8cdb8-54d8-463f-a441-b61f96c2ba2d,437ec1aa-fa1a-417d-b9ce-67b0c4cb3581,2024-05-28,10.48
f33aecb9-71bf-4eb9-9cef-c13c6938fd67,9fedb2c5-a7f4-4385-b199-71cceb3496f9,2024-05-28,141.66
72136853-0ec9-4602-b3de-0c10e4e72518,437ec1aa-fa1a-417d-b9ce-67b0c4cb3581,2024-07-06,14.49
7eb38227-c8de-4374-813d-2f533c781075,9fedb2c5-a7f4-4385-b199-71cceb3496f9,2024-07-06,145.31
29ffdbc0-93a3-476d-a486-520e65abda70,437ec1aa-fa1a-417d-b9ce-67b0c4cb3581,2024-11-19,28.47
c5dda368-84bc-400c-8b06-d904611a2f33,9fedb2c5-a7f4-4385-b199-71cceb3496f9,2024-11-19,158.04
21519ac7-99ff-42c2-9ad5-67112c801545,437ec1aa-fa1a-417d-b9ce-67b0c4cb3581,2025-05-22,47.38
94bf95ec-4ec8-41c2-82b1-11cece987c70,9fedb2c5-a7f4-4385-b199-71cceb3496f9,2025-05-22,175.25
2db371a2-eb81-478a-8234-5d224082199f,437ec1aa-fa1a-417d-b9ce-67b0c4cb3581,2025-12-18,68.96
eee0782a-55fa-4410-91bf-6ba3f5b9c32d,9fedb2c5-a7f4-4385-b199-71cceb3496f9,2025-12-18,194.9
608fb2b1-5178-4e69-b7f8-f6a4c106bb72,d59339e8-8c22-4234-90c6-579bc9afe1f6,2023-04-25,0.0
3f203677-366e-43b6-b14b-0eefb996f050,d59339e8-8c22-4234-90c6-579bc9afe1f6,2023-10-04,212.9
4a3cd3f3-4dfc-4ceb-818b-a0f3499cc818,d59339e8-8c22-4234-90c6-579bc9afe1f6,2023-12-14,306.2
b030ae72-d202-4e2a-b7e3-75d60a4ec68c,d59339e8-8c22-4234-90c6-579bc9afe1f6,2024-04-01,449.45
32fb3d40-b9b0-4721-943b-0b70cf6dba2d,d59339e8-8c22-4234-90c6-579bc9afe1f6,2024-11-16,750.39
c1bb15c5-8c85-4ba4-9857-e298efb4eaa6,d59339e8-8c22-4234-90c6-579bc9afe1f6,2025-05-22,996.14
53b75064-00c7-429b-8a03-86fbfb07d649,d59339e8-8c22-4234-90c6-579bc9afe1f6,2025-07-30,1086.82
15de435a-88d7-44e1-85b0-4f23e69d49e9,d59339e8-8c22-4234-90c6-579bc9afe1f6,2026-02-12,1345.71
5e75f3cd-8c36-4270-884f-3c378337774c,ea328bfe-d06b-452f-ba6d-ea7c5133f912,2025-03-12,0.0
fe645d59-b47c-49d4-924e-e63aeacf3ee9,ea328bfe-d06b-452f-ba6d-ea7c5133f912,2025-11-24,337.74
eae9e9a3-c4dc-438d-b738-7e7c5c453963,7d6250a5-3f1b-4906-a4cc-a586611ed9ee,2019-04-05,0.0
9132016b-0c66-4875-9c9a-892c227f32d0,7d6250a5-3f1b-4906-a4cc-a586611ed9ee,2019-09-02,621.83
802d5834-6a99-46db-ae91-baba6b384ee0,7d6250a5-3f1b-4906-a4cc-a586611ed9ee,2019-10-06,762.78
a4777e8c-cc5c-4609-9a82-9610c8f15ec8,7d6250a5-3f1b-4906-a4cc-a586611ed9ee,2020-03-01,1372.18
7fedd77c-c7a0-4b95-86b6-7a0f0582557e,7d6250a5-3f1b-4906-a4cc-a586611ed9ee,2020-08-08,2035.46
d762af6e-e776-43dc-a84f-cf62a1661b8c,7d6250a5-3f1b-4906-a4cc-a586611ed9ee,2021-04-14,3067.7
5f62f7d2-7d4d-4f62-9b29-0de62dca1f76,7d6250a5-3f1b-4906-a4cc-a586611ed9ee,2021-08-14,3573.46
d6421ad8-6508-4d8a-b880-997813a5fdf3,7d6250a5-3f1b-4906-a4cc-a586611ed9ee,2022-04-13,4576.68
4382259e-ec87-48b2-8b4e-5bc09ed6f37f,7d6250a5-3f1b-4906-a4cc-a586611ed9ee,2022-05-12,4696.9
450cc2f5-3d57-47b8-baf5-be006fd199dc,7d6250a5-3f1b-4906-a4cc-a586611ed9ee,2022-10-20,5364.33
31ae470c-fb20-47cb-9c8a-2e38392cceb2,7d6250a5-3f1b-4906-a4cc-a586611ed9ee,2022-12-13,5588.19
b3eb6ec1-40c5-4ba5-a492-f9999afa19b8,7d6250a5-3f1b-4906-a4cc-a586611ed9ee,2022-12-15,5596.48
f7766fe4-393c-49e8-9d77-fb5d9054c8d8,7d6250a5-3f1b-4906-a4cc-a586611ed9ee,2023-10-09,6831.86
77f0c6f2-52c8-4ada-ac9e-e45544fe8d60,7d6250a5-3f1b-4906-a4cc-a586611ed9ee,2024-02-21,7391.51
a09b6770-57a5-4d0c-ac76-26bec575c3e8,7d6250a5-3f1b-4906-a4cc-a586611ed9ee,2024-05-22,7768.75
a54403d6-6dd0-4b1f-9840-a6850f97ac02,7d6250a5-3f1b-4906-a4cc-a586611ed9ee,2024-10-01,8315.96
09067cf0-c6b4-4f02-a60a-29269c5625d4,7d6250a5-3f1b-4906-a4cc-a586611ed9ee,2025-01-23,8788.55
0c380037-dfc1-4d0c-b3f9-12dfa3cb376c,7d6250a5-3f1b-4906-a4cc-a586611ed9ee,2025-05-02,9198.96
fba37c03-3325-47ab-bbb0-d26983b7f6d5,ed7c0fe4-fb4c-4838-8438-c4436fea7b0c,2019-06-09,0.0
535733ae-ee37-4de1-88e5-56e01f1f0663,ed7c0fe4-fb4c-4838-8438-c4436fea7b0c,2019-06-28,3.66
0bce4ff6-7ee5-4c69-9170-6c408a69a8e1,ed7c0fe4-fb4c-4838-8438-c4436fea7b0c,2020-01-04,40.27
3a2b002a-df9a-4be5-9812-528922f98177,ed7c0fe4-fb4c-4838-8438-c4436fea7b0c,2020-07-18,78.03
278a2160-01be-4469-95da-95e535eb6104,ed7c0fe4-fb4c-4838-8438-c4436fea7b0c,2020-07-21,78.6
43c4d02a-eede-4977-9bab-486046752126,ed7c0fe4-fb4c-4838-8438-c4436fea7b0c,2020-09-14,89.2
b09e9c24-1c73-4a3f-addf-1901ec9a25f2,ed7c0fe4-fb4c-4838-8438-c4436fea7b0c,2021-01-13,112.51
ad9dc3ac-3dd7-4228-a9c1-f0a198f26a26,ed7c0fe4-fb4c-4838-8438-c4436fea7b0c,2021-12-08,175.9
a6f3f6e6-5329-4e73-8530-f41860d46e2b,ed7c0fe4-fb4c-4838-8438-c4436fea7b0c,2022-08-05,222.13
2161cf31-7851-488b-af16-0926824a1394,ed7c0fe4-fb4c-4838-8438-c4436fea7b0c,2023-05-25,278.58
f9cdeb01-9ce3-439c-860f-ad4d6e45738f,ed7c0fe4-fb4c-4838-8438-c4436fea7b0c,2023-10-26,308.25
46f3204f-9211-4670-93c9-b693dc65df01,ed7c0fe4-fb4c-4838-8438-c4436fea7b0c,2023-11-24,313.84
200bcccb-9930-4152-8c69-05ed5b25bf40,ed7c0fe4-fb4c-4838-8438-c4436fea7b0c,2024-06-21,354.3
478bb69f-c732-4829-8ec5-19e088fd71a5,ed7c0fe4-fb4c-4838-8438-c4436fea7b0c,2024-07-31,362.0
d51c2214-bb62-410d-ac73-d03b100ef32e,ed7c0fe4-fb4c-4838-8438-c4436fea7b0c,2024-11-02,380.11
8a45c8b6-4eba-4ee1-ad35-cd9111d04774,ed7c0fe4-fb4c-4838-8438-c4436fea7b0c,2025-10-27,449.28
fbed5245-f24f-4156-b4af-9327c3ebc334,1e4d34a7-ae68-4964-b1a1-a39234be0b1b,2016-12-31,0.0
be6431e0-9d0d-4afe-aaa3-a610310c0c37,1e4d34a7-ae68-4964-b1a1-a39234be0b1b,2017-09-25,1348.49
febe363e-efee-43d4-a0ba-c31f8d1126e4,1e4d34a7-ae68-4964-b1a1-a39234be0b1b,2018-01-22,1947.26
d3fc9f0e-e702-413d-bac7-45f3c5faa3e8,1e4d34a7-ae68-4964-b1a1-a39234be0b1b,2018-03-16,2213.94
99406c5a-c78a-4889-8fff-b1491b8b32cc,1e4d34a7-ae68-4964-b1a1-a39234be0b1b,2018-05-08,2480.62
d57eac05-0514-4a25-ad0d-cafe43f1b651,1e4d34a7-ae68-4964-b1a1-a39234be0b1b,2018-07-13,2812.71
a270b8cb-cfd4-4c5d-a582-2f43fa4e60f7,0de28f39-56a2-4265-808c-204b92ff4c02,2024-04-26,0.0
4363cae1-8da9-4a55-b6ad-ed8b0486d743,0de28f39-56a2-4265-808c-204b92ff4c02,2024-12-06,446.8
1ee1dc1b-e5a7-4cc5-a1ed-c48db2f51c4a,0de28f39-56a2-4265-808c-204b92ff4c02,2024-12-15,464.75
60862f8d-2557-4582-aa70-159a4f08241b,0de28f39-56a2-4265-808c-204b92ff4c02,2025-05-26,787.88
c303d95b-f44a-453b-8cd1-3e3a4b8fee57,0de28f39-56a2-4265-808c-204b92ff4c02,2025-12-15,1192.8
2ac7357f-ba5f-49a6-8000-e52f11d092b5,9e39aafc-1a16-48dc-bf66-69f49ba8babc,2019-12-11,0.0
1fe49e35-4b3c-4e38-931c-a7508ddb1426,9e39aafc-1a16-48dc-bf66-69f49ba8babc,2020-03-08,78.12
f2cc0c74-b29c-442f-bc48-e03e7701b70d,9e39aafc-1a16-48dc-bf66-69f49ba8babc,2020-04-05,102.98
0417354a-1df7-4b1a-bdbd-0b530746a3ac,9e39aafc-1a16-48dc-bf66-69f49ba8babc,2020-07-22,198.85
ac60b905-bf98-493a-9686-033f72c1dcb2,9e39aafc-1a16-48dc-bf66-69f49ba8babc,2020-08-19,223.71
0ad20a39-9891-4dd5-ae47-a67da5acfec4,9e39aafc-1a16-48dc-bf66-69f49ba8babc,2021-01-31,370.18
03cde04f-0916-4066-938c-550ef73b42ff,9e39aafc-1a16-48dc-bf66-69f49ba8babc,2021-12-24,660.46
be4cdd33-42f5-4c83-8939-1e002c1e3b1c,9e39aafc-1a16-48dc-bf66-69f49ba8babc,2022-06-08,807.83
