cashflow_id,client_id,as_of_date,employment_income_gross,rental_income,investment_income,household_expenses,income_tax,insurance_premiums,property_expenses,property_loan_repayment,non_property_loan_repayment,cpf_contribution_total,regular_investments
a3461cff-5fa4-45f4-8fa4-20b47e84f3e9,395ec60f-7472-4f10-959d-37277b37c209,2023-03-25,1236.52,0.0,59.06,2223.65,0.0,14.95,0.0,0.0,0.0,154.57,166.37
8bf50582-999e-42a9-95bc-748f781b5c15,395ec60f-7472-4f10-959d-37277b37c209,2024-02-04,1268.55,0.0,58.8,2226.86,0.0,14.95,0.0,0.0,0.0,158.57,166.37
e42e87e0-add9-481c-9864-0a73a197b3b1,395ec60f-7472-4f10-959d-37277b37c209,2024-02-28,1271.02,0.0,65.01,2227.1,0.0,13.67,0.0,0.0,66.79,158.88,166.37
6d53d486-a0c4-45b2-a3ca-e1b46e1d355a,395ec60f-7472-4f10-959d-37277b37c209,2024-08-22,1289.25,0.0,38.01,2228.93,0.0,13.67,0.0,0.0,0.0,161.16,166.37
4d1d0505-7088-49da-be88-2fd617c28be8,395ec60f-7472-4f10-959d-37277b37c209,2025-01-25,1305.63,0.0,67.2,2230.56,0.0,13.67,0.0,0.0,0.0,163.2,166.37
a0e51b8e-5438-4f83-9576-5faf2448d6dd,395ec60f-7472-4f10-959d-37277b37c209,2025-03-20,1311.35,0.0,61.22,2231.13,0.0,13.67,0.0,0.0,0.0,163.92,166.37
ae26a1d9-0b2c-4b20-9d1a-a1e838405ada,395ec60f-7472-4f10-959d-37277b37c209,2025-08-13,1326.94,0.0,51.39,2232.69,0.0,13.67,0.0,0.0,96.54,165.87,102.18
786c3d6c-731c-4d39-a687-097d03624f1f,395ec60f-7472-4f10-959d-37277b37c209,2025-11-25,1338.15,0.0,42.79,2233.82,0.0,13.67,0.0,0.0,106.47,167.27,102.18
2ae9f6e3-5e10-4bc6-a9ac-0f29fdc3a250,f7b8bd6c-34f1-4848-914e-258a143dbefa,2017-06-30,4430.79,0.0,197.32,1243.08,177.23,0.0,265.65,952.78,0.0,886.16,17.39
13722a75-d23e-416a-8b27-2899408b1729,f7b8bd6c-34f1-4848-914e-258a143dbefa,2017-11-03,4476.21,0.0,138.45,1247.62,179.05,0.0,249.29,952.78,0.0,895.24,17.39
4b4c23b7-3c30-49b7-80ec-3697da1e0864,f7b8bd6c-34f1-4848-914e-258a143dbefa,2018-02-15,4514.04,0.0,165.32,1251.4,180.56,0.0,263.58,952.78,352.5,902.81,17.39
41c11238-359e-4383-8f1f-9d793e4a7761,f7b8bd6c-34f1-4848-914e-258a143dbefa,2018-06-17,4558.83,0.0,140.18,1255.88,182.35,0.0,247.09,952.78,0.0,911.77,17.39
235006c9-256f-4176-bede-597545bea074,f7b8bd6c-34f1-4848-914e-258a143dbefa,2018-11-28,4619.74,0.0,157.81,1261.97,184.79,0.0,233.45,0.0,460.85,923.95,17.39
35c0f253-b84d-4a6c-a3c9-ffaa86d2c2f0,f7b8bd6c-34f1-4848-914e-258a143dbefa,2019-08-24,4721.41,0.0,135.91,1272.14,188.86,0.0,250.58,0.0,425.96,944.28,17.39
9f03ad83-2ab5-42e9-9483-2b1091cc73d1,f7b8bd6c-34f1-4848-914e-258a143dbefa,2019-12-13,4764.01,0.0,137.88,1276.4,190.56,0.0,270.98,0.0,364.19,952.8,17.39
c6fc12ea-f33b-4e7c-bed2-7381c5658a61,f7b8bd6c-34f1-4848-914e-258a143dbefa,2020-07-15,4847.63,0.0,152.9,1284.76,193.91,0.0,249.46,0.0,0.0,969.53,17.39
7375a4d7-d677-4d5a-93d8-39b5a10d50fe,f7b8bd6c-34f1-4848-914e-258a143dbefa,2020-11-16,4896.52,0.0,170.28,1289.65,195.86,0.0,273.54,0.0,0.0,979.3,17.39
60893402-608f-4981-933c-c03752cf29b4,f7b8bd6c-34f1-4848-914e-258a143dbefa,2021-11-04,5038.42,0.0,157.93,1303.84,201.54,0.0,277.23,0.0,461.7,1007.68,17.39
5443c626-2fdd-4510-a6e1-29b20fdb953e,f7b8bd6c-34f1-4848-914e-258a143dbefa,2022-08-24,5159.31,0.0,155.1,1315.93,206.37,11.68,279.89,0.0,0.0,1031.86,17.39
3e73020c-7aff-4ec4-965c-ac6f7a4c27f9,f7b8bd6c-34f1-4848-914e-258a143dbefa,2022-08-31,5162.24,0.0,201.15,1316.22,206.49,11.68,270.15,0.0,326.31,1032.45,17.39
1612c98c-8a91-415a-91e2-5ac449c9d11b,f7b8bd6c-34f1-4848-914e-258a143dbefa,2022-10-30,5187.37,0.0,161.24,1318.74,207.49,11.68,261.78,0.0,0.0,1037.47,17.39
93fa87ef-b9ed-47de-95a4-6347696959f9,f7b8bd6c-34f1-4848-914e-258a143dbefa,2022-11-01,5188.2,0.0,183.86,1318.82,207.53,11.68,274.86,0.0,0.0,1037.64,67.37
823c8292-d12e-4d48-8822-9498b116b6c4,f7b8bd6c-34f1-4848-914e-258a143dbefa,2023-02-21,5235.44,0.0,159.06,1323.54,209.42,11.68,259.0,0.0,0.0,1047.09,67.37
be270d4f-faaf-4ca0-9991-56be90aed296,f7b8bd6c-34f1-4848-914e-258a143dbefa,2023-05-22,5273.72,0.0,181.22,1327.37,210.95,11.68,286.86,0.0,0.0,1054.74,203.04
82c9dee8-a630-4f76-82ea-a2ecf6b9e302,f7b8bd6c-34f1-4848-914e-258a143dbefa,2023-10-09,5333.81,0.0,258.2,1333.38,213.35,11.68,285.7,0.0,0.0,1066.76,203.04
c15be5bc-9dca-4726-b1c1-1222b61bfb75,f7b8bd6c-34f1-4848-914e-258a143dbefa,2024-09-15,5483.49,0.0,271.36,1348.35,219.34,11.68,245.14,0.0,0.0,1096.7,203.04
8efb3e0f-a3b7-4225-a09e-476d209244e4,f7b8bd6c-34f1-4848-914e-258a143dbefa,2025-04-01,5572.07,0.0,229.37,1357.21,222.88,11.68,295.19,0.0,369.92,1114.41,203.04
ac54248e-f333-46ba-9c62-bd07ec88e3c2,f7b8bd6c-34f1-4848-914e-258a143dbefa,2025-07-26,5624.62,0.0,158.92,1362.46,224.98,11.68,295.12,0.0,0.0,1124.92,203.04
af6fc7b4-77c6-47e0-9e05-653ffc1c07db,f7b8bd6c-34f1-4848-914e-258a143dbefa,2025-10-07,5657.95,0.0,230.82,1365.79,226.32,0.0,295.23,0.0,0.0,1131.59,203.04
3f460fd0-436a-4482-a7df-556166391baa,f7b8bd6c-34f1-4848-914e-258a143dbefa,2025-12-07,5685.95,0.0,215.94,1368.59,227.44,22.44,249.11,0.0,542.13,1137.19,203.04
680e26e9-c7c7-4770-9bcd-d112ecfd2040,f7b8bd6c-34f1-4848-914e-258a143dbefa,2026-02-23,5721.95,0.0,202.61,1372.2,228.88,22.44,269.01,0.0,389.44,1144.39,203.04
26141790-ed2d-4076-9f2e-5dfefd985454,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2017-09-22,1009.54,0.0,30.24,1300.95,0.0,1.78,253.81,289.13,0.0,201.91,0.0
aa6fb601-86bc-45af-a17d-e7ec9fc1e29e,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2017-10-25,1012.24,0.0,23.17,1301.22,0.0,1.78,285.72,289.13,0.0,202.45,91.17
1d7e8534-a803-44fe-ba9b-3fd742588373,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2018-04-19,1026.76,0.0,36.0,1302.68,0.0,1.78,271.81,289.13,0.0,205.35,97.8
6d444899-b82b-475d-aef6-e0c1f0499349,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2018-08-11,1036.28,0.0,41.57,1303.63,0.0,1.78,243.6,289.13,0.0,207.26,97.8
6dfb608a-6e83-47c2-a6ca-f30e6b04d879,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2019-05-25,1060.63,0.0,40.31,1306.06,0.0,1.78,239.13,0.0,0.0,212.13,97.8
c5395734-7b85-4010-8ee1-b7a0004e0528,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2019-10-24,1073.76,0.0,44.85,1307.38,0.0,1.78,255.17,0.0,0.0,214.75,97.8
b4466946-782f-4f20-995a-e2a0bceaa40a,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2020-04-03,1087.93,0.0,40.01,1308.79,0.0,1.78,237.94,0.0,63.18,217.59,97.8
cc3fbcbe-d45f-4d76-9ffd-882305f53814,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2020-07-12,1096.77,0.0,39.68,1309.68,0.0,10.98,276.95,0.0,0.0,219.35,97.8
07706524-02b8-4eec-a6d7-a08ecde949ac,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2020-11-29,1109.26,0.0,43.49,1310.93,0.0,10.98,274.16,0.0,0.0,221.85,97.8
39dbb4c6-9e16-469d-868b-b7a3c01f50ab,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2021-07-04,1128.92,0.0,47.95,1312.89,0.0,10.98,253.05,0.0,0.0,225.78,97.8
874d13b7-60b1-47d6-9798-ebea199aa475,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2021-11-15,1141.23,0.0,27.05,1314.12,0.0,10.98,238.58,0.0,0.0,228.25,97.8
8e46564c-f102-4841-a62b-b81c61664e84,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2022-03-19,1152.74,0.0,48.42,1315.27,0.0,9.2,276.89,0.0,78.09,230.55,97.8
f8ad3561-3ad4-4f98-a381-c114edb1e08e,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2022-07-07,1163.04,0.0,41.5,1316.3,0.0,9.2,262.55,0.0,0.0,232.61,97.8
9c1178d9-e2c6-41e6-a311-94e44c63c566,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2023-01-01,1179.92,0.0,46.91,1317.99,0.0,9.2,260.38,0.0,0.0,235.98,97.8
7fa9a6aa-d450-4cd2-96db-08ab6f104f0a,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2023-05-05,1191.82,0.0,47.02,1319.18,0.0,9.2,267.64,0.0,0.0,238.36,110.98
a07a9e64-0d99-4315-87d5-11ecb5cfdf74,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2023-05-28,1194.04,0.0,44.29,1319.4,0.0,12.71,266.31,0.0,0.0,238.81,110.98
2a0a49a5-6ab9-4740-b577-b006c2411714,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2023-06-25,1196.75,0.0,44.64,1319.67,0.0,12.71,249.17,0.0,0.0,239.35,110.98
0acb7ea1-d9a9-4c00-b12f-9095b2feb478,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2023-07-21,1199.27,0.0,50.27,1319.93,0.0,12.71,270.14,0.0,0.0,239.85,110.98
51cfc335-ebef-4545-8cd7-ac99d04c3751,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2024-05-06,1227.75,0.0,49.69,1322.77,0.0,12.71,287.77,0.0,88.91,245.55,104.35
f3391388-e436-468f-a8db-182e68168333,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2025-01-22,1253.95,0.0,38.1,1325.4,0.0,12.71,270.09,0.0,0.0,250.79,104.35
5187a127-aa88-44c9-a1ca-69666521df03,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2025-07-01,1270.3,0.0,43.33,1327.03,0.0,12.71,275.6,0.0,122.79,254.06,109.81
23aae969-1905-4b2f-bee9-33e9c5dad6b0,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2025-10-02,1279.89,0.0,49.9,1327.99,0.0,17.03,283.71,0.0,0.0,255.98,109.81
250bb544-6668-4df0-9c74-3f8c9044080e,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2025-11-20,1284.98,0.0,35.52,1328.5,0.0,17.03,282.35,0.0,0.0,257.0,109.81
98d3ae60-de5b-4f57-b928-5da5126f1981,dbe862cf-ecf0-4ead-b4b5-7bb6b6065791,2026-02-28,1295.42,0.0,56.4,1329.54,0.0,17.03,258.81,0.0,72.51,259.08,109.81
dd04bd91-db0a-4d10-b3e7-4957abf5717d,fedd427c-aa02-47af-bc7a-b9329d78e89a,2016-07-04,5133.82,0.0,118.31,1713.38,205.35,8.62,341.76,0.0,0.0,1026.76,0.0
372a8964-cd04-4403-b687-f4746fafed51,fedd427c-aa02-47af-bc7a-b9329d78e89a,2016-07-11,5136.73,0.0,106.6,1713.67,205.47,8.62,376.51,0.0,331.27,1027.35,337.47
c87fbfa2-6a9f-4647-bd93-a79a4de6f35b,fedd427c-aa02-47af-bc7a-b9329d78e89a,2017-01-19,5217.17,0.0,141.44,1721.72,208.69,8.62,351.66,0.0,0.0,1043.43,515.9
5a1e66f2-d42e-44e1-bf5d-dfb6c71f8b9c,fedd427c-aa02-47af-bc7a-b9329d78e89a,2017-04-14,5253.18,0.0,106.72,1725.32,210.13,8.62,366.56,0.0,517.56,1050.64,515.9
96c2dbd8-a9ca-4215-b386-867514278c18,fedd427c-aa02-47af-bc7a-b9329d78e89a,2017-05-18,5267.65,0.0,135.8,1726.77,210.71,25.53,350.82,0.0,0.0,1053.53,515.9
1262fe88-57c1-4dbd-b449-1e4a7fbe53e3,fedd427c-aa02-47af-bc7a-b9329d78e89a,2017-08-31,5312.6,0.0,98.11,1731.26,212.5,25.53,314.22,0.0,0.0,1062.52,515.9
cad2c792-3754-4b3f-ace3-95c0f8eda639,fedd427c-aa02-47af-bc7a-b9329d78e89a,2017-10-22,5335.01,0.0,146.98,1733.5,213.4,148.73,345.26,0.0,0.0,1067.0,515.9
d85e3251-97e8-4f90-9d2e-816f240a2d15,fedd427c-aa02-47af-bc7a-b9329d78e89a,2017-12-24,5362.28,0.0,96.65,1736.23,214.49,148.73,356.42,0.0,0.0,1072.46,515.9
37bdcae0-acb3-4688-b663-5fd83e68d053,fedd427c-aa02-47af-bc7a-b9329d78e89a,2018-07-17,5451.98,0.0,118.56,1745.2,218.08,148.73,319.75,0.0,0.0,1090.4,515.9
504fe51e-7ec9-492f-9be2-b9adc443852e,fedd427c-aa02-47af-bc7a-b9329d78e89a,2018-07-24,5455.07,0.0,136.15,1745.51,218.2,148.73,316.62,0.0,345.58,1091.01,337.47
c35a62c4-13c5-441e-b9bb-f4a1b7ff4b44,fedd427c-aa02-47af-bc7a-b9329d78e89a,2019-01-15,5532.88,0.0,133.12,1753.29,221.32,148.73,366.48,0.0,282.87,1106.58,337.47
de8f550d-61f0-47c1-8d67-81a7ce924b6c,fedd427c-aa02-47af-bc7a-b9329d78e89a,2019-05-16,5587.32,0.0,144.35,1758.73,223.49,140.11,375.89,0.0,0.0,1117.46,337.47
9458ed4f-6fdb-482b-926f-d38f90009e63,fedd427c-aa02-47af-bc7a-b9329d78e89a,2020-02-26,5718.15,0.0,148.23,1771.81,228.73,140.11,338.77,0.0,0.0,1143.63,337.47
a544885b-16ed-4cca-b028-4b30b3c79893,fedd427c-aa02-47af-bc7a-b9329d78e89a,2020-02-29,5719.54,0.0,148.2,1771.95,228.78,140.11,338.39,0.0,485.11,1143.91,337.47
3695e7bd-ce75-4c17-a377-69fc06affc24,fedd427c-aa02-47af-bc7a-b9329d78e89a,2020-05-30,5761.81,0.0,134.89,1776.18,230.47,0.0,376.28,0.0,0.0,1152.36,337.47
5d2edb3b-f3cf-4588-a42a-1b4c56abd80a,fedd427c-aa02-47af-bc7a-b9329d78e89a,2020-12-11,5853.46,0.0,129.36,1785.35,234.14,0.0,323.46,0.0,0.0,1170.69,337.47
abf3d234-5180-49f2-b4a4-e004b0d51a5b,fedd427c-aa02-47af-bc7a-b9329d78e89a,2021-08-04,5966.33,0.0,138.46,1796.63,238.65,0.0,376.94,0.0,428.31,1193.27,337.47
c4d3f0b7-0492-4931-affb-838cb52763fb,fedd427c-aa02-47af-bc7a-b9329d78e89a,2021-12-04,6025.53,0.0,157.15,1802.55,241.02,0.0,354.28,0.0,0.0,1205.11,337.47
14d982a0-2ddc-487e-96e6-7ef71ad347a1,fedd427c-aa02-47af-bc7a-b9329d78e89a,2022-08-08,6147.19,0.0,112.89,1814.72,245.89,0.0,331.41,0.0,432.51,1229.44,337.47
ed5799a8-2a59-4afc-a6c2-3b63db8640bf,fedd427c-aa02-47af-bc7a-b9329d78e89a,2023-03-18,6258.62,0.0,129.67,1825.86,250.34,0.0,366.32,0.0,0.0,1251.72,337.47
1ba73955-2c8a-48eb-b0ce-5d82670ad8a8,fedd427c-aa02-47af-bc7a-b9329d78e89a,2023-07-26,6324.82,0.0,114.11,1832.48,252.99,0.0,389.54,0.0,0.0,1264.96,337.47
9d463e42-7205-430a-ad47-165992ce55f6,fedd427c-aa02-47af-bc7a-b9329d78e89a,2024-01-25,6419.18,0.0,125.36,1841.92,256.77,0.0,375.77,0.0,0.0,1283.84,337.47
cd9a5fcf-e412-4da5-9de3-6bb14141f96c,fedd427c-aa02-47af-bc7a-b9329d78e89a,2024-10-29,6565.24,0.0,175.66,1856.52,262.61,0.0,383.98,0.0,0.0,1313.05,337.47
c9f2a207-e1a8-41b9-8d67-2557fb740498,fedd427c-aa02-47af-bc7a-b9329d78e89a,2025-01-27,6613.23,0.0,156.43,1861.32,264.53,0.0,372.83,0.0,0.0,1322.65,337.47
b5890b78-2b67-498e-868c-7ff8308ba6d4,fedd427c-aa02-47af-bc7a-b9329d78e89a,2025-05-18,6672.9,0.0,140.88,1867.29,266.92,0.0,383.41,0.0,0.0,1334.58,0.0
00fd162f-5ce4-42f5-a83f-1237ef60e632,fedd427c-aa02-47af-bc7a-b9329d78e89a,2025-06-28,6695.08,0.0,113.01,1869.51,267.8,199.16,393.38,0.0,365.5,1339.02,0.0
8acba58a-2dac-423e-98f9-52196c1acab9,fedd427c-aa02-47af-bc7a-b9329d78e89a,2025-12-06,6782.88,0.0,124.96,1878.29,271.32,199.16,410.67,0.0,0.0,1356.58,0.0
d6be6dab-c197-4a01-85ea-91da3e8f93ec,a76a0a98-8413-44ab-a165-b4233afff582,2018-02-06,1378.31,460.48,40.94,637.83,0.0,1.49,293.84,484.63,0.0,103.37,0.0
377b3999-0f23-4afc-b4a5-2f903919dcfd,a76a0a98-8413-44ab-a165-b4233afff582,2018-05-30,1390.97,496.2,47.61,639.1,0.0,1.49,328.08,484.63,0.0,104.32,0.0
a7487236-7764-42a4-a705-c36c3f1990c9,a76a0a98-8413-44ab-a165-b4233afff582,2018-12-09,1412.86,479.93,55.5,641.29,0.0,1.49,285.7,484.63,0.0,105.96,0.0
ebaabd9f-c1ec-4575-b976-f3d1c4cf0c93,a76a0a98-8413-44ab-a165-b4233afff582,2019-06-20,1435.11,509.85,48.92,643.51,0.0,1.49,308.8,484.63,125.04,107.63,0.0
5f5720b4-ed43-4273-9830-caefd01714e3,a76a0a98-8413-44ab-a165-b4233afff582,2019-10-18,1449.11,499.99,47.12,644.91,0.0,1.49,289.29,484.63,0.0,108.68,7.36
6ffecdd6-b36d-4cf2-914d-c8e0a556b1e9,a76a0a98-8413-44ab-a165-b4233afff582,2020-03-12,1466.33,502.04,48.01,646.63,0.0,1.49,276.84,484.63,122.83,109.98,7.36
0ae218f6-9aeb-4336-98b3-7e9feec49d00,a76a0a98-8413-44ab-a165-b4233afff582,2020-11-01,1494.37,506.35,39.34,649.44,0.0,1.49,298.23,484.63,0.0,112.08,7.36
